,0,1,2,3,4,5,6,7,8,9
6886,Coffee,Alfajores,,,,,,,,
6887,Bread,,,,,,,,,
6888,Coffee,Spanish Brunch,,,,,,,,
6889,Mineral water,Soup,,,,,,,,
6890,Tiffin,Muffin,,,,,,,,
6891,Coffee,,,,,,,,,
6892,Bread,,,,,,,,,
6893,Cookies,Cake,,,,,,,,
6894,Tea,Spanish Brunch,,,,,,,,
6895,Coffee,Hot chocolate,,,,,,,,
6896,Juice,Muffin,Coffee,Cake,Jammie Dodgers,Bread,,,,
6897,Tiffin,Coffee,,,,,,,,
6898,Muffin,Tiffin,Coffee,Alfajores,Hot chocolate,,,,,
6899,Bread,,,,,,,,,
6900,Tea,,,,,,,,,
6901,Tiffin,Coffee,Sandwich,Muffin,,,,,,
6902,Jam,,,,,,,,,
6903,Toast,,,,,,,,,
6904,Brownie,Afternoon with the baker,,,,,,,,
6905,Pastry,Coffee,,,,,,,,
6906,Bread,,,,,,,,,
6907,Bread,,,,,,,,,
6908,Baguette,,,,,,,,,
6909,Coffee,,,,,,,,,
6910,Juice,Coffee,Scone,Cookies,,,,,,
6911,Coffee,Toast,,,,,,,,
6912,Coffee,,,,,,,,,
6913,Tea,,,,,,,,,
6914,Tiffin,,,,,,,,,
6915,Tea,,,,,,,,,
6916,Coffee,,,,,,,,,
6917,Tea,Cake,Brownie,NONE,,,,,,
6918,Cookies,Coffee,Bread,,,,,,,
6919,Pastry,,,,,,,,,
6920,Tea,Sandwich,Toast,,,,,,,
6921,Bread,Toast,,,,,,,,
6922,Farm House,,,,,,,,,
6923,Coffee,Toast,,,,,,,,
6924,Bread,Medialuna,,,,,,,,
6925,Coffee,Muffin,Alfajores,,,,,,,
6926,Bread,Coffee,,,,,,,,
6927,Bread,Sandwich,,,,,,,,
6928,Tea,NONE,,,,,,,,
6929,Bread,,,,,,,,,
6930,Bread,,,,,,,,,
6931,Medialuna,Tiffin,Coffee,Bread,Sandwich,,,,,
6932,Coffee,Cake,Sandwich,Soup,,,,,,
6933,Tea,Coffee,Sandwich,Muffin,,,,,,
6934,Tea,Coffee,Cake,,,,,,,
6935,Coffee,Soup,,,,,,,,
6936,Bread,,,,,,,,,
6937,Bread,Cake,,,,,,,,
6938,Coffee,Brownie,,,,,,,,
6939,Jam,,,,,,,,,
6940,Cake,Brownie,,,,,,,,
6941,Coffee,Cake,Muffin,Toast,,,,,,
6942,Tea,,,,,,,,,
6943,Tea,Coffee,Scone,,,,,,,
6944,Bread,,,,,,,,,
6945,Tiffin,Mineral water,,,,,,,,
6946,Bread,Scone,Alfajores,,,,,,,
6947,Bread,Chicken Stew,Smoothies,,,,,,,
6948,Soup,,,,,,,,,
6949,Bread,Sandwich,,,,,,,,
6950,Tea,Tiffin,,,,,,,,
6951,Bread,,,,,,,,,
6952,Spanish Brunch,,,,,,,,,
6953,Coffee,,,,,,,,,
6954,Coffee,Brownie,,,,,,,,
6955,Coffee,Truffles,,,,,,,,
6956,Bread,Coffee,Sandwich,Mineral water,,,,,,
6957,Bread,,,,,,,,,
6958,Bread,Coffee,,,,,,,,
6959,Cookies,Mineral water,Coffee,Alfajores,Hot chocolate,,,,,
6960,Farm House,,,,,,,,,
6961,Tea,Bread,Brownie,,,,,,,
6962,Tea,Coffee,Alfajores,,,,,,,
6963,Pastry,Coffee,Farm House,Bread,,,,,,
6964,Eggs,,,,,,,,,
6965,Bread,Coffee,,,,,,,,
6966,Bread,NONE,,,,,,,,
6967,Coke,Coffee,NONE,Toast,,,,,,
6968,Cake,Muffin,,,,,,,,
6969,Bread,,,,,,,,,
6970,Bread,,,,,,,,,
6971,Scandinavian,,,,,,,,,
6972,Pastry,Bread,Medialuna,,,,,,,
6973,Bread,,,,,,,,,
6974,Bread,,,,,,,,,
6975,Scandinavian,Baguette,,,,,,,,
6976,Cookies,Bread,,,,,,,,
6977,Coffee,Cake,,,,,,,,
6978,Bread,,,,,,,,,
6979,Pastry,Coffee,Bread,,,,,,,
6980,Pastry,Coffee,,,,,,,,
6981,Scone,,,,,,,,,
6982,Coffee,Toast,,,,,,,,
6983,Bread,Scone,,,,,,,,
6984,Pastry,Bread,,,,,,,,
6985,Medialuna,Jam,Alfajores,Tea,Bread,,,,,
6986,Coffee,Brownie,,,,,,,,
6987,Tea,NONE,,,,,,,,
6988,Cookies,Coffee,Juice,,,,,,,
6989,Scandinavian,,,,,,,,,
6990,Cookies,Coffee,,,,,,,,
6991,Pastry,Coffee,,,,,,,,
6992,Coffee,,,,,,,,,
6993,Medialuna,,,,,,,,,
6994,Medialuna,,,,,,,,,
6995,Coffee,,,,,,,,,
6996,Tea,Coffee,Coke,,,,,,,
6997,Bread,NONE,Coffee,,,,,,,
6998,Tiffin,Medialuna,,,,,,,,
6999,Bread,Brownie,Baguette,Alfajores,,,,,,
7000,Tea,Coffee,Cake,Alfajores,,,,,,
7001,Coffee,Cake,,,,,,,,
7002,Chicken Stew,Coffee,Cake,The Nomad,NONE,,,,,
7003,Hot chocolate,Brownie,,,,,,,,
7004,Nomad bag,Coffee,NONE,,,,,,,
7005,Coffee,,,,,,,,,
7006,Coffee,NONE,,,,,,,,
7007,Coffee,,,,,,,,,
7008,Coffee,,,,,,,,,
7009,Coffee,,,,,,,,,
7010,Bread,Mineral water,,,,,,,,
7011,Cake,Soup,Salad,,,,,,,
7012,Tea,NONE,Extra Salami or Feta,,,,,,,
7013,Bread,Soup,,,,,,,,
7014,Coffee,Sandwich,,,,,,,,
7015,Tea,Sandwich,,,,,,,,
7016,Extra Salami or Feta,Coffee,Salad,Bread,Sandwich,,,,,
7017,Bread,Sandwich,,,,,,,,
7018,Coffee,,,,,,,,,
7019,Juice,Coke,Chocolates,Tea,Hot chocolate,,,,,
7020,Coffee,,,,,,,,,
7021,Cake,,,,,,,,,
7022,Coffee,Cake,,,,,,,,
7023,Cookies,Soup,Coffee,Scone,Hot chocolate,,,,,
7024,Tea,Tiffin,Bread,,,,,,,
7025,Muffin,Scone,Cake,Tea,Bread,,,,,
7026,Sandwich,,,,,,,,,
7027,Coke,,,,,,,,,
7028,Coffee,Cake,,,,,,,,
7029,Coffee,Sandwich,,,,,,,,
7030,Bread,Medialuna,,,,,,,,
7031,Cake,,,,,,,,,
7032,Cookies,Coffee,Bread,,,,,,,
7033,Hot chocolate,Cake,,,,,,,,
7034,Hot chocolate,Cake,,,,,,,,
7035,Coffee,Fudge,Medialuna,,,,,,,
7036,Bread,,,,,,,,,
7037,Coffee,Fudge,Medialuna,,,,,,,
7038,Coffee,,,,,,,,,
7039,Coffee,Scone,Medialuna,,,,,,,
7040,Bread,,,,,,,,,
7041,Medialuna,,,,,,,,,
7042,Coffee,Medialuna,,,,,,,,
7043,Juice,Soup,Coffee,Cake,NONE,,,,,
7044,Coffee,,,,,,,,,
7045,Coffee,,,,,,,,,
7046,Tea,Coffee,Medialuna,Art Tray,,,,,,
7047,Coffee,,,,,,,,,
7048,Coffee,Medialuna,Toast,,,,,,,
7049,Medialuna,Cake,Scone,,,,,,,
7050,Bread,Farm House,Eggs,Medialuna,,,,,,
7051,Coffee,,,,,,,,,
7052,Farm House,,,,,,,,,
7053,Bread,Alfajores,,,,,,,,
7054,Scone,Cake,Jammie Dodgers,,,,,,,
7055,Bread,Scone,,,,,,,,
7056,Bread,,,,,,,,,
7057,Coffee,Hot chocolate,,,,,,,,
7058,Coffee,Cake,Hot chocolate,NONE,Sandwich,,,,,
7059,Pastry,Coffee,Baguette,Alfajores,,,,,,
7060,Bread,,,,,,,,,
7061,Tea,NONE,The Nomad,,,,,,,
7062,Coffee,Scone,Alfajores,,,,,,,
7063,Juice,Coffee,Bread,NONE,Sandwich,,,,,
7064,Cookies,Farm House,,,,,,,,
7065,Cake,Jammie Dodgers,,,,,,,,
7066,Hot chocolate,Bread,,,,,,,,
7067,Bread,,,,,,,,,
7068,Tea,Cookies,,,,,,,,
7069,Coffee,,,,,,,,,
7070,Juice,Cookies,Extra Salami or Feta,Coffee,NONE,Sandwich,,,,
7071,Coffee,,,,,,,,,
7072,Juice,Tiffin,Coffee,Jammie Dodgers,Tea,Bread,,,,
7073,Pastry,Coffee,Cake,Tea,Bread,,,,,
7074,Pastry,Coffee,,,,,,,,
7075,Toast,,,,,,,,,
7076,Coffee,Bread,,,,,,,,
7077,Coffee,,,,,,,,,
7078,Tea,Spanish Brunch,Soup,,,,,,,
7079,Spanish Brunch,Soup,Coffee,Salad,Art Tray,,,,,
7080,Cookies,Sandwich,,,,,,,,
7081,Juice,Spanish Brunch,,,,,,,,
7082,Cake,,,,,,,,,
7083,Bread,,,,,,,,,
7084,Coffee,Spanish Brunch,Soup,,,,,,,
7085,Bread,,,,,,,,,
7086,Coffee,Scone,Cake,,,,,,,
7087,Coffee,Scone,Cake,,,,,,,
7088,Coffee,Cake,Hot chocolate,,,,,,,
7089,Chicken Stew,,,,,,,,,
7090,Coffee,Cake,,,,,,,,
7091,Coffee,Sandwich,Hot chocolate,,,,,,,
7092,Tiffin,Coffee,Sandwich,Jammie Dodgers,,,,,,
7093,Coffee,,,,,,,,,
7094,Bread,,,,,,,,,
7095,Cookies,Coffee,Cake,Tiffin,Jammie Dodgers,,,,,
7096,Coffee,Soup,,,,,,,,
7097,Coffee,Spanish Brunch,,,,,,,,
7098,Coffee,Spanish Brunch,,,,,,,,
7099,Tea,Scone,Cake,,,,,,,
7100,Fudge,Jam,,,,,,,,
7101,Cake,Truffles,,,,,,,,
7102,Coffee,,,,,,,,,
7103,Pastry,Coffee,,,,,,,,
7104,Coffee,Medialuna,,,,,,,,
7105,Coffee,,,,,,,,,
7106,Coffee,Bread,,,,,,,,
7107,Coffee,Medialuna,,,,,,,,
7108,Tea,Pastry,,,,,,,,
7109,Farm House,,,,,,,,,
7110,Juice,Coffee,Jammie Dodgers,,,,,,,
7111,Pastry,Bread,Coffee,,,,,,,
7112,Bread,,,,,,,,,
7113,Bread,Coffee,,,,,,,,
7114,Coffee,,,,,,,,,
7115,Bread,,,,,,,,,
7116,Tea,Bread,Medialuna,,,,,,,
7117,Coffee,NONE,,,,,,,,
7118,Coffee,Spanish Brunch,,,,,,,,
7119,Coke,Sandwich,,,,,,,,
7120,Soup,,,,,,,,,
7121,Bread,Soup,,,,,,,,
7122,Coffee,Toast,,,,,,,,
7123,Coffee,Granola,,,,,,,,
7124,Tea,Medialuna,Jammie Dodgers,,,,,,,
7125,Farm House,,,,,,,,,
7126,Chicken Stew,,,,,,,,,
7127,Coffee,,,,,,,,,
7128,Tea,,,,,,,,,
7129,Bread,,,,,,,,,
7130,Pastry,Coffee,Chicken Stew,Soup,,,,,,
7131,Coffee,Jammie Dodgers,Truffles,,,,,,,
7132,Bread,Coffee,,,,,,,,
7133,Bread,,,,,,,,,
7134,Bread,,,,,,,,,
7135,Tea,Coffee,Tiffin,,,,,,,
7136,Bread,,,,,,,,,
7137,Bread,,,,,,,,,
7138,Bread,,,,,,,,,
7139,Bread,,,,,,,,,
7140,Bread,,,,,,,,,
7141,Pastry,Bread,,,,,,,,
7142,Juice,NONE,Tea,,,,,,,
7143,Farm House,,,,,,,,,
7144,Tea,Coffee,Toast,,,,,,,
7145,Baguette,,,,,,,,,
7146,Pastry,Baguette,Coffee,Cake,Truffles,,,,,
7147,Coffee,,,,,,,,,
7148,Coke,Bread,,,,,,,,
7149,Cookies,Bread,,,,,,,,
7150,Bread,,,,,,,,,
7151,Pastry,Coffee,,,,,,,,
7152,Bread,NONE,,,,,,,,
7153,Bread,,,,,,,,,
7154,Coffee,Bread,,,,,,,,
7155,Tea,Bread,Pastry,,,,,,,
7156,Coffee,Bread,,,,,,,,
7157,Scandinavian,,,,,,,,,
7158,Coffee,Bread,,,,,,,,
7159,Coffee,,,,,,,,,
7160,Bread,,,,,,,,,
7161,Baguette,,,,,,,,,
7162,Bread,Jammie Dodgers,,,,,,,,
7163,Coffee,,,,,,,,,
7164,Bread,,,,,,,,,
7165,Coffee,Mineral water,Soup,,,,,,,
7166,Pastry,Bread,,,,,,,,
7167,Tea,Cookies,,,,,,,,
7168,Coffee,,,,,,,,,
7169,Coffee,,,,,,,,,
7170,Coke,Coffee,Sandwich,Soup,,,,,,
7171,Coffee,Farm House,,,,,,,,
7172,Pastry,Scandinavian,Baguette,,,,,,,
7173,Tea,Hot chocolate,NONE,Sandwich,,,,,,
7174,Coffee,,,,,,,,,
7175,Tea,Cake,,,,,,,,
7176,Pastry,Coffee,Alfajores,,,,,,,
7177,Coffee,Hot chocolate,,,,,,,,
7178,Coffee,,,,,,,,,
7179,Coffee,Sandwich,,,,,,,,
7180,Tea,Bread,Spanish Brunch,Alfajores,,,,,,
7181,Cookies,Hot chocolate,Coffee,,,,,,,
7182,Coffee,Cake,,,,,,,,
7183,Tea,Cookies,,,,,,,,
7184,Coffee,Cake,Smoothies,Bread,,,,,,
7185,Bread,,,,,,,,,
7186,Bread,,,,,,,,,
7187,Vegan Feast,,,,,,,,,
7188,Coffee,Cake,,,,,,,,
7189,Tea,Hot chocolate,Pastry,,,,,,,
7190,Coffee,Cake,Hot chocolate,,,,,,,
7191,Tea,Bread,Coffee,,,,,,,
7192,Coffee,,,,,,,,,
7193,Coffee,,,,,,,,,
7194,Tea,Coffee,Toast,,,,,,,
7195,Coffee,,,,,,,,,
7196,Bread,,,,,,,,,
7197,Pastry,Coffee,Juice,Alfajores,,,,,,
7198,Coffee,Baguette,,,,,,,,
7199,Pastry,Coffee,Cake,,,,,,,
7200,Tea,Coffee,,,,,,,,
7201,Pastry,Bread,,,,,,,,
7202,Pastry,Bread,,,,,,,,
7203,Vegan mincepie,Coffee,Baguette,,,,,,,
7204,Baguette,,,,,,,,,
7205,Tea,Bread,Coffee,,,,,,,
7206,Juice,Coffee,Cake,Toast,,,,,,
7207,Hot chocolate,Truffles,,,,,,,,
7208,Coffee,Toast,,,,,,,,
7209,Hot chocolate,NONE,,,,,,,,
7210,Bread,,,,,,,,,
7211,Tea,NONE,,,,,,,,
7212,Chicken Stew,,,,,,,,,
7213,Chicken Stew,,,,,,,,,
7214,Tea,Bread,Chicken Stew,Soup,,,,,,
7215,Pastry,Bread,,,,,,,,
7216,NONE,Mineral water,Salad,,,,,,,
7217,Soup,Coffee,Sandwich,Truffles,NONE,Duck egg,,,,
7218,Coffee,Bread,,,,,,,,
7219,Hot chocolate,Sandwich,,,,,,,,
7220,Bread,,,,,,,,,
7221,Soup,Coffee,Cake,Tea,Chicken Stew,,,,,
7222,Cookies,Coffee,,,,,,,,
7223,Farm House,,,,,,,,,
7224,Coffee,Bread,,,,,,,,
7225,Tea,Coke,Bread,Truffles,,,,,,
7226,Bread,,,,,,,,,
7227,Tea,Bread,Cake,,,,,,,
7228,Bread,Smoothies,,,,,,,,
7229,Coffee,,,,,,,,,
7230,Juice,Coffee,,,,,,,,
7231,Coffee,NONE,,,,,,,,
7232,Bread,,,,,,,,,
7233,Tea,Coffee,Toast,,,,,,,
7234,Bread,Jam,,,,,,,,
7235,Pastry,Coffee,,,,,,,,
7236,Bread,,,,,,,,,
7237,Bread,,,,,,,,,
7238,Tea,Cake,,,,,,,,
7239,Bread,Hot chocolate,,,,,,,,
7240,Coffee,Cake,,,,,,,,
7241,Pastry,Bread,Coffee,Hot chocolate,,,,,,
7242,Hot chocolate,Coffee,Cake,,,,,,,
7243,Coffee,Toast,,,,,,,,
7244,Coffee,Cake,,,,,,,,
7245,Pastry,Bread,,,,,,,,
7246,Tea,Coffee,,,,,,,,
7247,Coffee,Baguette,,,,,,,,
7248,Pastry,Coffee,,,,,,,,
7249,Pastry,Bread,,,,,,,,
7250,Bread,,,,,,,,,
7251,Cookies,Coffee,,,,,,,,
7252,Coffee,Sandwich,,,,,,,,
7253,Tea,,,,,,,,,
7254,Bread,,,,,,,,,
7255,Bread,,,,,,,,,
7256,Tea,,,,,,,,,
7257,Bread,,,,,,,,,
7258,Coffee,,,,,,,,,
7259,Chicken Stew,,,,,,,,,
7260,Coffee,Sandwich,,,,,,,,
7261,Bread,Coffee,Hot chocolate,Pastry,,,,,,
7262,Coffee,Bread,,,,,,,,
7263,Coffee,Bread,,,,,,,,
7264,Pastry,Hot chocolate,,,,,,,,
7265,Coffee,Hot chocolate,,,,,,,,
7266,Tea,Coffee,,,,,,,,
7267,Tea,,,,,,,,,
7268,Coffee,Cake,,,,,,,,
7269,Coffee,Cake,,,,,,,,
7270,Bread,Muffin,,,,,,,,
7271,Tea,Pastry,,,,,,,,
7272,Cake,,,,,,,,,
7273,Bread,,,,,,,,,
7274,Bread,,,,,,,,,
7275,Bread,,,,,,,,,
7276,Pastry,Bread,,,,,,,,
7277,Bread,,,,,,,,,
7278,Coffee,,,,,,,,,
7279,Coffee,Toast,,,,,,,,
7280,Coffee,NONE,,,,,,,,
7281,Coffee,,,,,,,,,
7282,Juice,Coffee,Cake,Cookies,,,,,,
7283,Coffee,,,,,,,,,
7284,Tiffin,Coffee,,,,,,,,
7285,Bread,,,,,,,,,
7286,Coffee,,,,,,,,,
7287,Pastry,Coffee,,,,,,,,
7288,Pastry,Bread,Coffee,Sandwich,,,,,,
7289,Fudge,,,,,,,,,
7290,Scandinavian,,,,,,,,,
7291,Bread,Hot chocolate,,,,,,,,
7292,Coffee,Fudge,Alfajores,,,,,,,
7293,Coffee,,,,,,,,,
7294,Coffee,,,,,,,,,
7295,Tea,,,,,,,,,
7296,Bread,,,,,,,,,
7297,Bread,,,,,,,,,
7298,Pastry,Coffee,,,,,,,,
7299,Tea,Coffee,,,,,,,,
7300,Sandwich,,,,,,,,,
7301,Tiffin,Coffee,Cake,,,,,,,
7302,Coffee,,,,,,,,,
7303,Pastry,Coffee,Tea,,,,,,,
7304,Coffee,,,,,,,,,
7305,Coffee,,,,,,,,,
7306,Chicken Stew,Sandwich,Mineral water,,,,,,,
7307,Cookies,Bread,Cake,,,,,,,
7308,Pastry,Bread,Coffee,Eggs,,,,,,
7309,Bread,,,,,,,,,
7310,Coffee,Sandwich,Salad,,,,,,,
7311,Pastry,Coffee,Bread,,,,,,,
7312,Bread,Coffee,,,,,,,,
7313,Tea,Chicken Stew,,,,,,,,
7314,Cookies,Coffee,Sandwich,,,,,,,
7315,Tiffin,Coffee,Alfajores,,,,,,,
7316,Pastry,Bread,,,,,,,,
7317,Tiffin,Hot chocolate,,,,,,,,
7318,Tea,Bread,Spanish Brunch,Duck egg,,,,,,
7319,Tea,Cookies,Soup,,,,,,,
7320,Juice,Cake,Muffin,Soup,,,,,,
7321,Coke,Coffee,Sandwich,Smoothies,,,,,,
7322,Afternoon with the baker,,,,,,,,,
7323,Coffee,Sandwich,,,,,,,,
7324,Pastry,Bread,Scone,,,,,,,
7325,Coffee,Bread,,,,,,,,
7326,Bread,,,,,,,,,
7327,Sandwich,,,,,,,,,
7328,Cookies,Coffee,,,,,,,,
7329,Scone,,,,,,,,,
7330,Coffee,,,,,,,,,
7331,Tiffin,Bread,Sandwich,,,,,,,
7332,Tea,Bread,Juice,Afternoon with the baker,,,,,,
7333,Coffee,Scone,,,,,,,,
7334,Cake,,,,,,,,,
7335,Coffee,Scone,Truffles,Alfajores,,,,,,
7336,Coffee,,,,,,,,,
7337,Bread,,,,,,,,,
7338,Coffee,,,,,,,,,
7339,Coffee,Scone,Bread,,,,,,,
7340,Bread,,,,,,,,,
7341,Coffee,,,,,,,,,
7342,Coke,Coffee,NONE,Pastry,,,,,,
7343,Coffee,Farm House,Hot chocolate,,,,,,,
7344,Pastry,Bread,,,,,,,,
7345,Scone,,,,,,,,,
7346,Pastry,Coffee,NONE,,,,,,,
7347,Bread,Scone,,,,,,,,
7348,Juice,Coffee,Tiffin,Brownie,,,,,,
7349,Scandinavian,Alfajores,,,,,,,,
7350,Bread,,,,,,,,,
7351,Tea,Coffee,Juice,,,,,,,
7352,Pastry,Coffee,Scone,,,,,,,
7353,Coffee,Scone,Muffin,,,,,,,
7354,Bread,,,,,,,,,
7355,Coffee,,,,,,,,,
7356,Bread,,,,,,,,,
7357,Cookies,Medialuna,Baguette,Scone,Scandinavian,,,,,
7358,Bread,Coffee,,,,,,,,
7359,Pastry,Coffee,Bread,,,,,,,
7360,Baguette,,,,,,,,,
7361,Bread,,,,,,,,,
7362,Bread,Cake,Jammie Dodgers,,,,,,,
7363,Extra Salami or Feta,Coffee,Bread,NONE,Sandwich,,,,,
7364,Mineral water,Coffee,Cake,Brownie,Tea,Hot chocolate,,,,
7365,Coke,Coffee,,,,,,,,
7366,Bread,,,,,,,,,
7367,Tea,Coffee,,,,,,,,
7368,Cookies,Coffee,,,,,,,,
7369,Bread,,,,,,,,,
7370,Coffee,Spanish Brunch,The Nomad,,,,,,,
7371,Coffee,Muffin,,,,,,,,
7372,Coffee,Scone,,,,,,,,
7373,Tiffin,Coffee,Bread,,,,,,,
7374,Baguette,,,,,,,,,
7375,Bread,Coffee,,,,,,,,
7376,Coffee,Brownie,Smoothies,Sandwich,,,,,,
7377,Coke,Coffee,Scone,Brownie,NONE,Toast,,,,
7378,Smoothies,Soup,Cake,Bread,Sandwich,,,,,
7379,Bread,,,,,,,,,
7380,Juice,Baguette,Coffee,Sandwich,Toast,,,,,
7381,Bread,Coffee,,,,,,,,
7382,Coffee,,,,,,,,,
7383,Coffee,Spanish Brunch,,,,,,,,
7384,Soup,Coffee,Brownie,Scandinavian,Bread,NONE,,,,
7385,Pastry,,,,,,,,,
7386,Vegan Feast,,,,,,,,,
7387,Cake,Muffin,,,,,,,,
7388,Baguette,,,,,,,,,
7389,Coke,Coffee,Truffles,Chicken Stew,Sandwich,,,,,
7390,Tea,Scone,Soup,,,,,,,
7391,Bread,,,,,,,,,
7392,Juice,Sandwich,Soup,,,,,,,
7393,Cookies,Coffee,Mineral water,,,,,,,
7394,Cookies,Coffee,Pastry,,,,,,,
7395,Soup,Coffee,Scone,Brownie,NONE,Sandwich,Art Tray,,,
7396,Tiffin,Cake,,,,,,,,
7397,Tea,Scone,,,,,,,,
7398,Cookies,Brownie,,,,,,,,
7399,Juice,NONE,Sandwich,,,,,,,
7400,Cookies,Coffee,Cake,Scone,Bread,Hot chocolate,,,,
7401,Tea,Hot chocolate,Cake,Salad,,,,,,
7402,Tea,Bread,Sandwich,Soup,,,,,,
7403,Spanish Brunch,Sandwich,,,,,,,,
7404,Bread,Toast,,,,,,,,
7405,Tea,Coffee,NONE,Toast,,,,,,
7406,Scone,,,,,,,,,
7407,Coffee,Scone,,,,,,,,
7408,Bread,Brownie,,,,,,,,
7409,Tea,Soup,,,,,,,,
7410,Hot chocolate,Coffee,Cake,Scone,,,,,,
7411,Tea,Coke,Brownie,,,,,,,
7412,Hot chocolate,Spanish Brunch,Truffles,,,,,,,
7413,Coke,Chicken Stew,Granola,,,,,,,
7414,Spanish Brunch,Smoothies,,,,,,,,
7415,Bread,,,,,,,,,
7416,Coffee,Scone,,,,,,,,
7417,Tea,,,,,,,,,
7418,Tea,,,,,,,,,
7419,Scandinavian,,,,,,,,,
7420,Coffee,Hot chocolate,,,,,,,,
7421,Coffee,Scone,Cake,Hot chocolate,Bread,,,,,
7422,Tea,Bread,Scone,,,,,,,
7423,Scandinavian,,,,,,,,,
7424,Coffee,Bread,,,,,,,,
7425,Cookies,Mineral water,Soup,Coffee,Scone,Truffles,Salad,Bread,,
7426,Tea,Tiffin,Coffee,,,,,,,
7427,Coffee,,,,,,,,,
7428,Bread,Scone,Hot chocolate,,,,,,,
7429,Tea,Coffee,Cake,Scone,,,,,,
7430,Bread,,,,,,,,,
7431,Scandinavian,Muffin,,,,,,,,
7432,Scandinavian,,,,,,,,,
7433,Farm House,,,,,,,,,
7434,Bread,NONE,Medialuna,,,,,,,
7435,Coffee,Spanish Brunch,,,,,,,,
7436,Coffee,,,,,,,,,
7437,Coffee,,,,,,,,,
7438,Pastry,Bread,Coffee,Spanish Brunch,,,,,,
7439,Bread,NONE,Scone,,,,,,,
7440,Bread,Coffee,NONE,Toast,,,,,,
7441,Bread,,,,,,,,,
7442,Pastry,Bread,,,,,,,,
7443,Cookies,Hot chocolate,Pastry,,,,,,,
7444,Coffee,NONE,The Nomad,,,,,,,
7445,Tea,Coffee,Jammie Dodgers,Muffin,,,,,,
7446,Coffee,,,,,,,,,
7447,Coffee,Brownie,,,,,,,,
7448,Coffee,,,,,,,,,
7449,Bread,Coffee,,,,,,,,
7450,Coffee,Hot chocolate,Muffin,,,,,,,
7451,Bread,,,,,,,,,
7452,Farm House,,,,,,,,,
7453,Tiffin,Coffee,,,,,,,,
7454,Pastry,Coffee,Scone,Toast,,,,,,
7455,Coffee,,,,,,,,,
7456,Jam,,,,,,,,,
7457,Pastry,Coffee,Cake,,,,,,,
7458,Juice,Soup,Coffee,Tea,NONE,,,,,
7459,Pastry,,,,,,,,,
7460,Coffee,,,,,,,,,
7461,Coffee,Jammie Dodgers,,,,,,,,
7462,Coffee,,,,,,,,,
7463,Coffee,,,,,,,,,
7464,Muffin,,,,,,,,,
7465,Coffee,Cake,Muffin,,,,,,,
7466,Pastry,Bread,,,,,,,,
7467,Pastry,Coffee,Bread,,,,,,,
7468,Hot chocolate,,,,,,,,,
7469,Juice,Coffee,Cake,,,,,,,
7470,Coke,Sandwich,,,,,,,,
7471,Sandwich,Smoothies,,,,,,,,
7472,Coffee,,,,,,,,,
7473,Scone,,,,,,,,,
7474,Juice,Coffee,Cake,Bread,NONE,,,,,
7475,Tea,Coffee,Cake,,,,,,,
7476,Pastry,Coffee,Cake,Truffles,Sandwich,,,,,
7477,Tiffin,,,,,,,,,
7478,Coffee,Cake,,,,,,,,
7479,Medialuna,Soup,Coffee,Cake,Scone,Tea,,,,
7480,Coffee,,,,,,,,,
7481,Bread,Coffee,NONE,,,,,,,
7482,Pastry,Coffee,Medialuna,,,,,,,
7483,Tiffin,Jammie Dodgers,,,,,,,,
7484,Coffee,Bread,Alfajores,,,,,,,
7485,Afternoon with the baker,,,,,,,,,
7486,Afternoon with the baker,,,,,,,,,
7487,Afternoon with the baker,,,,,,,,,
7488,Afternoon with the baker,,,,,,,,,
7489,Afternoon with the baker,,,,,,,,,
7490,Jammie Dodgers,,,,,,,,,
7491,Coffee,,,,,,,,,
7492,Coffee,NONE,,,,,,,,
7493,Coffee,Bread,,,,,,,,
7494,Coffee,,,,,,,,,
7495,Bread,,,,,,,,,
7496,Bread,,,,,,,,,
7497,Pastry,Coffee,,,,,,,,
7498,Bread,,,,,,,,,
7499,Tea,Pastry,,,,,,,,
7500,Pastry,,,,,,,,,
7501,Tea,NONE,,,,,,,,
7502,Coffee,NONE,,,,,,,,
7503,Farm House,,,,,,,,,
7504,Coffee,,,,,,,,,
7505,Cookies,Coffee,Pastry,,,,,,,
7506,Bread,Coffee,Toast,,,,,,,
7507,Tea,Coffee,Cake,,,,,,,
7508,Coffee,Toast,,,,,,,,
7509,Coffee,Toast,,,,,,,,
7510,Bread,,,,,,,,,
7511,Bread,,,,,,,,,
7512,Bread,,,,,,,,,
7513,Cake,Farm House,,,,,,,,
7514,Coffee,Soup,,,,,,,,
7515,Coffee,,,,,,,,,
7516,Bread,Sandwich,,,,,,,,
7517,Bread,,,,,,,,,
7518,Juice,Coffee,Cake,Sandwich,,,,,,
7519,Bread,,,,,,,,,
7520,Tea,NONE,,,,,,,,
7521,Bread,Cake,,,,,,,,
7522,Coffee,Chicken Stew,,,,,,,,
7523,Coffee,NONE,,,,,,,,
7524,Coffee,NONE,Salad,,,,,,,
7525,Bread,Soup,,,,,,,,
7526,Bread,Cake,,,,,,,,
7527,Bread,,,,,,,,,
7528,Coffee,Cake,Sandwich,,,,,,,
7529,Coffee,Cake,Truffles,Salad,Tea,Chicken Stew,,,,
7530,Juice,Coffee,Drinking chocolate spoons ,,,,,,,
7531,Soup,Coffee,Cake,Bread,Sandwich,,,,,
7532,Juice,,,,,,,,,
